@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,6-11,14'

@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
0.888118,0.42731,0.047512,GALAXY,-0.131412
-0.304527,-0.270205,-0.316013,GALAXY,-0.180776
0.994317,0.201707,-0.222724,GALAXY,-0.153545
-1.120052,-1.584777,-1.7532,GALAXY,-0.197728
-2.802706,-2.290731,-1.754208,STAR,-0.368404
-1.380944,-1.259179,-1.015192,STAR,-0.36749
0.95191,0.57947,0.13291,GALAXY,0.043492
-0.566215,-0.884881,-0.887272,STAR,-0.36839
-0.715978,-0.840814,-0.733225,STAR,-0.368342
-0.721005,-1.090662,-1.131624,STAR,-0.370483
-0.140973,-0.800914,-1.114092,GALAXY,-0.178314
0.456934,0.454945,0.51004,GALAXY,-0.16467
0.286365,0.563484,0.72753,STAR,-0.36687
0.831813,0.474682,0.395199,STAR,-0.368562
-1.182096,0.144801,0.489825,QSO,0.079737
-0.080786,0.01206,0.095992,GALAXY,-0.253477
-3.404158,-2.975959,-2.454215,STAR,-0.367713
0.978562,1.017497,0.717192,GALAXY,0.0244
0.881055,0.933648,0.957495,GALAXY,-0.243717
0.817842,0.601301,0.364071,GALAXY,-0.093445
0.343165,-0.419654,-0.763609,GALAXY,-0.101341
-0.777552,-0.626838,-0.465315,GALAXY,-0.300236
-0.883232,-0.530405,-0.280328,STAR,-0.366909
1.01522,0.59655,0.31109,GALAXY,-0.195896
0.263317,0.037048,0.030074,STAR,-0.368196
0.943388,0.091328,-0.35085,GALAXY,-0.077126
-1.047436,-1.121836,-1.005983,STAR,-0.367554
1.060351,1.277761,1.341724,STAR,-0.366503
-1.536035,-1.135748,-0.248155,STAR,-0.370346
0.511227,0.540643,0.577663,GALAXY,-0.216889
0.996596,0.825438,0.67743,GALAXY,-0.15157
1.113029,1.102367,0.91086,GALAXY,-0.032311
-3.682577,-2.88264,-2.377864,STAR,-0.367166
-2.438617,-2.372401,-2.114851,STAR,-0.367861
0.496605,-0.023833,-0.289791,GALAXY,-0.147557
1.017799,2.164051,2.415895,QSO,4.429045
-0.10827,-0.320627,-0.434705,GALAXY,-0.161841
0.37529,0.220115,-0.036936,GALAXY,-0.085281
0.061624,-0.693002,-0.805122,STAR,-0.368536
0.883249,1.86189,2.044189,QSO,3.352771
0.613629,0.416044,0.208574,GALAXY,-0.192722
-1.508274,0.012793,0.568059,STAR,-0.367414
0.876173,0.842337,0.812279,STAR,-0.368876
0.450329,0.108865,-0.198808,GALAXY,-0.133002
-3.032354,-2.476541,-1.926342,STAR,-0.367358
0.989496,1.059587,0.948023,STAR,-0.367193
1.182751,0.893525,0.718896,GALAXY,-0.177397
-0.644821,-0.441029,-0.308236,STAR,-0.367824
0.665957,0.606902,0.514371,GALAXY,-0.228264
0.995547,0.88567,0.698323,GALAXY,-0.17668
0.147752,0.373572,0.542298,STAR,-0.365191
0.946498,0.98492,0.636171,GALAXY,0.111037
0.746661,0.018416,-0.329797,GALAXY,-0.168132
0.17391,0.134534,0.147599,STAR,-0.367367
-0.074397,-0.041477,-0.247016,GALAXY,-0.118719
-2.697797,-2.183945,-1.635506,STAR,-0.368206
-0.493623,0.296461,0.586636,QSO,1.482489
0.589363,1.614168,1.865793,QSO,5.051362
-3.241991,-1.711459,-1.081618,QSO,0.560294
0.219271,0.451331,0.622782,STAR,-0.367977
1.140115,0.462703,0.066456,GALAXY,-0.172511
0.456898,0.048845,-0.045316,STAR,-0.367979
-0.070564,-0.146594,-0.190598,GALAXY,-0.201742
0.708135,0.929513,1.104151,STAR,-0.367775
1.104675,2.163063,2.298371,QSO,4.225543
0.920111,1.879278,1.731781,QSO,0.57839
0.359053,0.060951,-0.117769,GALAXY,-0.213144
-0.207586,-0.312645,-0.25709,STAR,-0.36776
0.736475,0.38267,0.305262,STAR,-0.368712
-1.587073,-1.129137,-0.608459,STAR,-0.367179
-0.413775,-0.1756,0.154161,STAR,-0.368565
0.356196,0.420051,0.47203,GALAXY,-0.30213
-0.026023,-0.613287,-0.678502,STAR,-0.368107
0.833211,0.933478,0.94968,STAR,-0.367293
0.817372,0.15882,-0.201492,GALAXY,-0.164253
-0.336145,0.080636,0.294368,STAR,-0.367005
0.868928,1.822011,2.03419,QSO,1.638187
0.428631,-0.304121,-0.655386,GALAXY,-0.148518
-2.044548,-2.087883,-1.838769,STAR,-0.368176
0.204601,1.379286,1.433224,QSO,3.03229
-1.321769,-1.216356,-1.121954,GALAXY,-0.267615
0.479331,0.378248,0.324714,STAR,-0.367007
-0.642615,-0.305471,-0.062886,GALAXY,-0.247983
-1.228782,-0.81504,-0.253738,STAR,-0.36779
0.883261,0.900221,0.699104,GALAXY,-0.098381
0.908997,1.67777,1.53349,QSO,2.726748
0.237292,0.219031,0.164537,GALAXY,-0.135008
-0.452156,0.83934,1.15283,QSO,3.415482
0.530586,0.032786,-0.267165,GALAXY,-0.195172
0.351652,0.486363,0.369457,GALAXY,-0.055493
0.872207,0.609527,0.427202,GALAXY,-0.081488
1.113185,1.957271,2.022288,QSO,5.19813
1.143683,0.813842,0.584574,STAR,-0.368573
0.058237,0.006628,-0.055579,GALAXY,-0.179645
0.342418,-0.340801,-0.572727,GALAXY,-0.247814
-2.028672,-1.473675,-1.102709,STAR,-0.369339
-0.06579,0.283505,0.383674,STAR,-0.36744
-1.757413,-1.174139,-0.805988,STAR,-0.367542
0.86765,0.054659,-0.312039,GALAXY,-0.137744
0.970245,0.121195,-0.160675,STAR,-0.367755
0.253602,0.01055,-0.00595,STAR,-0.367687
-1.88672,-0.043719,0.890494,STAR,-0.368944
0.327242,-0.357934,-0.695092,GALAXY,-0.15262
0.780184,0.663904,0.600232,GALAXY,-0.202709
-1.344673,-0.912366,-0.641273,STAR,-0.368038
0.775603,1.930721,1.998495,QSO,3.071972
-0.039235,0.076097,0.140104,GALAXY,-0.268795
-2.014846,-1.654192,-1.396549,STAR,-0.365806
-0.583585,-1.324513,-1.595047,GALAXY,-0.166954
0.282496,0.287469,0.198377,GALAXY,-0.276247
0.829221,0.404055,0.036251,GALAXY,-0.122133
-1.168245,-0.928766,-0.908523,GALAXY,-0.156064
-1.763091,-1.316255,-1.012263,STAR,-0.366243
-0.797248,-0.66896,-0.629927,GALAXY,-0.255136
-0.388558,-0.794803,-0.740814,STAR,-0.367727
-2.279523,-2.360572,-2.098374,STAR,-0.367888
0.332654,0.025059,0.022024,STAR,-0.368249
-1.42088,-1.290353,-1.200245,GALAXY,-0.148066
-0.15973,-0.031433,0.061334,GALAXY,-0.312879
-0.184236,-0.430857,-0.643532,GALAXY,-0.151628
-0.358856,-0.447927,-0.557719,GALAXY,-0.106823
-0.240699,0.005481,0.091896,STAR,-0.367903
0.390479,0.44659,0.364834,GALAXY,-0.202716
1.120141,0.333406,0.068442,GALAXY,-0.161318
0.704386,0.368024,0.225051,GALAXY,-0.312187
0.422182,-0.302909,-0.452397,STAR,-0.367497
0.305845,-0.063882,-0.228072,STAR,-0.367431
0.379256,1.359548,1.66237,QSO,0.887896
-1.506948,-1.163808,-1.439314,GALAXY,-0.143083
0.812309,0.191333,-0.147691,GALAXY,-0.20507
0.982154,0.588068,0.214355,QSO,-0.11725
1.091982,0.440405,-0.104474,GALAXY,0.053898
0.508009,0.38572,0.316749,GALAXY,-0.140672
0.886166,0.854635,0.675038,GALAXY,-0.156866
-0.811677,-0.912388,-0.94273,GALAXY,-0.212469
0.185567,-0.222164,-0.452896,GALAXY,-0.211774
-2.571805,-2.082059,-1.620724,STAR,-0.367051
0.304905,-0.333998,-0.763712,GALAXY,-0.13981
1.07789,0.748593,0.41081,GALAXY,-0.145204
0.466542,1.554754,1.615142,QSO,2.261436
0.116845,0.049961,-0.009113,GALAXY,-0.171596
0.066277,-0.866291,-1.273978,GALAXY,-0.08053
-0.274873,0.947253,1.280532,QSO,3.827015
1.074623,0.207818,-0.21586,QSO,-0.210108
-1.709305,-1.877585,-1.684909,STAR,-0.368463
-0.176763,-0.309797,-0.309431,STAR,-0.367855
0.351905,0.928684,1.026661,QSO,0.767076
0.697503,1.12642,1.34307,GALAXY,-0.180677
-0.416102,-0.420154,-0.421533,GALAXY,-0.221862
0.921822,1.532104,1.779763,QSO,6.126447
0.169052,0.434995,0.642206,STAR,-0.368991
-0.437076,-0.351376,-0.373118,GALAXY,-0.172432
0.485419,1.6345,1.743749,QSO,4.986797
-0.298789,0.107781,0.22958,STAR,-0.367463
1.038955,1.9532,2.039613,QSO,4.368555
1.084062,-0.008273,-0.58429,GALAXY,-0.115755
-0.275681,-0.416391,-0.45509,STAR,-0.36769
0.904898,0.371733,0.103063,GALAXY,-0.190173
0.017047,0.381586,0.580855,STAR,-0.367528
1.152036,0.346607,-0.133483,GALAXY,-0.083414
0.841082,2.079564,2.134493,QSO,2.820856
0.173235,0.311607,0.361595,GALAXY,-0.274954
0.680904,0.894184,0.990769,STAR,-0.368036
0.073715,-0.635373,-0.950413,GALAXY,-0.177102
0.806282,0.756181,0.554209,GALAXY,-0.093361
-1.375749,-1.570364,-1.442488,STAR,-0.36765
0.698347,0.554918,0.405697,GALAXY,-0.155648
-0.44684,-0.374132,-0.429075,GALAXY,-0.1307
1.064148,1.028625,0.975121,STAR,-0.36611
0.466964,0.147458,0.058942,STAR,-0.368063
1.119032,0.136298,-0.30221,GALAXY,-0.131215
0.732485,0.359552,0.114155,GALAXY,-0.197633
0.285208,-0.211142,-0.585081,GALAXY,-0.314017
0.481381,0.505346,0.822636,STAR,-0.366488
0.497039,0.58675,0.667299,STAR,-0.367982
0.745431,0.186444,-0.038754,STAR,-0.369428
0.545341,-0.141003,-0.451691,GALAXY,-0.176915
0.521003,1.445215,1.56507,QSO,2.217698
0.263896,0.589918,0.701741,GALAXY,-0.23802
-0.493599,-0.464858,-0.326954,STAR,-0.368463
-0.546747,-0.30275,-0.115697,STAR,-0.368178
0.939482,0.465552,0.246151,STAR,-0.368886
-0.332372,-0.414191,-0.455739,GALAXY,-0.289139
-0.72444,-1.322738,-1.551256,GALAXY,-0.164438
0.891783,0.126041,-0.16189,GALAXY,-0.194401
-1.419928,-0.926917,-0.56092,STAR,-0.366747
0.644223,0.66351,0.726569,STAR,-0.36741
-0.906678,-0.934761,-0.795593,STAR,-0.36761
0.370529,-0.098499,-0.251225,STAR,-0.365346
-1.168064,-0.834023,-0.571456,STAR,-0.36763
0.68,-0.242209,-0.688501,GALAXY,-0.043711
1.132183,0.336531,-0.147691,GALAXY,-0.198822
0.963747,-0.061405,-0.628091,GALAXY,-0.093267
0.928922,0.034507,-0.333592,GALAXY,-0.254354
-0.243435,-0.823447,-1.088915,GALAXY,-0.134238
1.073563,0.790799,0.576571,GALAXY,-0.116408
0.622079,-0.019412,-0.471623,GALAXY,-0.065221
1.024116,-0.642771,-1.416934,STAR,-0.367766
0.298142,0.588355,0.733179,STAR,-0.367574
0.341803,-0.587821,-0.966608,GALAXY,-0.122049
0.794046,0.506876,0.245935,GALAXY,-0.092674
-0.996591,-1.496867,-1.641353,GALAXY,-0.228764
1.094188,2.048858,1.998166,QSO,-0.019762
0.876739,1.697401,1.975258,QSO,1.6723
0.080682,0.049611,0.351502,STAR,-0.368446
0.220247,-0.658852,-0.98058,GALAXY,-0.171744
0.276939,0.542705,0.693813,STAR,-0.367271
0.851208,0.253521,-0.004566,GALAXY,-0.239036
0.266488,0.285939,0.819943,STAR,-0.368937
-0.876482,-0.496574,-0.228043,STAR,-0.369357
-1.905007,-1.604897,-0.734157,STAR,-0.367871
1.081326,0.372541,-0.081114,GALAXY,-0.11978
0.976802,0.733893,0.415989,GALAXY,-0.052685
0.865444,0.853147,0.500446,GALAXY,0.028332
0.014094,-0.4862,-0.582209,STAR,-0.36822
-1.333715,-2.144587,-2.070749,STAR,-0.367523
0.333968,-0.071109,-0.341906,GALAXY,-0.167232
0.27894,0.14293,0.08652,GALAXY,-0.194785
0.226238,-0.232452,-0.460005,GALAXY,-0.261492
0.328411,-0.500081,-0.855118,GALAXY,-0.096188
0.883502,0.822504,0.73123,GALAXY,-0.123408
0.905501,0.819751,0.766011,GALAXY,-0.205016
0.365635,-0.292089,-0.595635,GALAXY,-0.155936
-0.759446,-0.945177,-0.890012,STAR,-0.368191
0.052077,-0.648744,-1.006539,GALAXY,-0.117125
1.139777,0.436514,-0.018378,GALAXY,-0.092847
-2.056361,-1.3297,-0.975722,GALAXY,-0.235881
1.075805,2.180472,2.738217,STAR,-0.368315
-1.017108,-0.588745,-0.303961,STAR,-0.368279
0.966556,0.692197,0.613018,STAR,-0.367601
0.962747,2.357365,2.574142,QSO,4.914331
0.547655,-0.0647,-0.534547,GALAXY,0.037959
1.035929,1.52104,1.759425,QSO,6.850139
0.786211,0.720852,0.844452,GALAXY,-0.219046
-1.493544,-1.292074,-1.164918,GALAXY,-0.247845
0.877631,-0.130577,-0.588047,GALAXY,-0.116534
-0.164419,-0.121223,0.380577,STAR,-0.368334
-0.603234,-0.269621,-0.052566,STAR,-0.367817
0.874401,0.364931,0.240954,STAR,-0.367921
0.630722,-0.103123,-0.491603,GALAXY,-0.144256
-1.403064,-1.550818,-1.395692,STAR,-0.368071
-0.026855,-0.069866,-0.009132,GALAXY,-0.251406
-0.172086,-0.887357,-1.229,GALAXY,-0.084877
-0.35853,-0.502877,-0.447171,STAR,-0.368161
0.89464,1.079537,1.356836,STAR,-0.367717
0.638159,0.47719,0.173275,STAR,-0.367686
0.49722,0.077596,-0.21875,GALAXY,-0.121787
0.940109,1.1545,1.237861,STAR,-0.367043
-0.853868,-0.741362,0.013474,STAR,-0.36698
0.688776,0.529717,0.318726,GALAXY,-0.070805
-1.090024,-0.994356,-0.98171,GALAXY,-0.190473
0.601056,-0.087626,-0.424169,GALAXY,-0.176715
0.934576,0.458813,0.138042,GALAXY,-0.107214
-0.496215,-0.915151,-0.948869,STAR,-0.368068
0.385163,0.078712,0.015998,STAR,-0.367862
0.992099,0.472886,0.295714,STAR,-0.368288
0.668826,0.368948,-0.007438,GALAXY,-0.072206
1.08493,1.033642,0.788486,GALAXY,-0.038379
0.462877,0.42968,0.33993,STAR,-0.368275
-2.396909,-2.641412,-2.150734,GALAXY,-0.350839
-0.104883,-0.154289,-0.153275,GALAXY,-0.200342
1.110931,0.630009,0.304057,GALAXY,-0.248579
-0.373478,-0.095768,0.049253,GALAXY,-0.313667
0.354448,0.374433,0.259775,GALAXY,-0.206243
0.178672,0.581936,0.708444,STAR,-0.36822
0.956479,1.034344,1.245667,STAR,-0.36793
-0.796826,0.252108,0.716448,QSO,0.905486
0.939434,0.22172,-0.176588,GALAXY,-0.195036
0.261738,1.710293,2.32497,QSO,6.223144
0.941302,1.087019,0.959839,GALAXY,0.021765
-0.801986,0.377387,0.626539,QSO,-0.035232
-0.456098,-0.730308,-0.936431,GALAXY,-0.137892
0.465336,0.106431,-0.177746,GALAXY,-0.137601
1.121515,0.762984,0.634617,STAR,-0.368112
0.408018,-0.807185,-1.119036,STAR,-0.367938
-1.196151,-1.009257,-0.778542,STAR,-0.367729
0.284702,-0.424756,-0.792298,GALAXY,-0.15337
0.217029,0.067424,0.053538,STAR,-0.367715
1.004985,0.699701,0.567889,STAR,-0.368318
0.205601,0.541143,0.873725,STAR,-0.368172
0.543219,0.505431,0.90168,STAR,-0.367704
0.851051,1.014287,1.061037,STAR,-0.367829
1.088293,1.038808,0.791038,GALAXY,-0.060404
1.112812,0.38927,-0.029178,GALAXY,-0.125186
0.044676,0.201547,0.297814,GALAXY,-0.0971
0.544473,0.542875,0.450609,GALAXY,-0.182753
-1.112759,-1.731983,-1.79026,STAR,-0.367236
-0.155957,0.506834,0.450694,GALAXY,0.143359
0.080586,-0.421631,-0.532485,STAR,-0.367114
-1.936842,-1.818043,-1.533941,STAR,-0.368038
0.643717,0.610091,0.436486,GALAXY,-0.122715
0.383499,0.384083,0.222396,GALAXY,-0.184791
0.439829,-0.014852,-0.236103,GALAXY,-0.117476
-2.235718,-0.498296,0.425545,STAR,-0.368587
-2.061521,-1.373458,-0.978518,STAR,-0.367151
0.933166,0.179833,-0.179506,GALAXY,-0.154361
0.731496,1.822149,1.990586,QSO,2.11725
0.995607,0.013718,-0.277428,STAR,-0.367621
0.611568,0.713135,0.644052,GALAXY,-0.190655
0.558649,0.361636,0.262826,STAR,-0.367896
-0.9169,-1.536416,-1.69038,GALAXY,-0.24894
0.241921,1.232706,1.180088,QSO,0.18562
0.761017,1.693319,1.969552,QSO,5.278946
-1.681049,-1.946969,-1.942801,GALAXY,-0.244052
0.681254,0.96919,1.068881,STAR,-0.367389
-1.397651,-0.936812,-0.600616,STAR,-0.368148
-1.032477,-0.603551,-0.306353,STAR,-0.3674
-0.788702,-0.808631,-0.731652,STAR,-0.367903
0.069146,0.458495,0.667073,STAR,-0.367941
0.601056,-0.226978,-0.574469,GALAXY,-0.204626
0.32412,0.342908,0.299349,GALAXY,-0.057277
0.510829,0.220796,-0.090793,GALAXY,-0.184556
0.184169,1.45764,7.499833,STAR,-0.368379
-1.503163,-1.158196,-0.910265,STAR,-0.367753
-2.877142,-2.299744,-1.77221,STAR,-0.368242
0.117677,0.221242,0.514089,STAR,-0.367785
-2.458181,-2.330705,-2.273305,GALAXY,-0.312344
1.05166,0.775781,0.377375,GALAXY,-0.014082
-0.108354,0.123044,0.178096,STAR,-0.367053
1.137607,0.284663,-0.085671,GALAXY,-0.16526
1.03652,0.92218,0.832739,STAR,-0.366053
-0.516165,-0.139441,0.051297,STAR,-0.366608
0.171512,0.373465,0.42289,STAR,-0.367537
-1.149042,-1.036775,-0.837888,STAR,-0.368363
1.124673,0.250503,-0.192811,GALAXY,-0.087668
-0.302791,-0.057717,-0.12419,GALAXY,-0.142992
0.576658,0.596741,0.531979,GALAXY,-0.16551
0.974862,0.209976,-0.280215,GALAXY,-0.015524
-0.383338,-0.54165,-0.454318,STAR,-0.368209
1.012061,0.699595,0.648948,STAR,-0.367619
-2.174518,-1.565709,-1.15666,STAR,-0.369275
-0.691942,-0.406422,-0.154715,STAR,-0.367269
0.868844,0.270931,0.028803,GALAXY,-0.274838
-0.163431,0.031276,0.172842,STAR,-0.368264
1.129302,0.934009,0.6038,GALAXY,-0.039338
0.108769,-0.536229,-0.729458,STAR,-0.367912
1.026756,1.262657,1.264168,STAR,-0.369102
-0.242736,-0.816241,-0.878488,STAR,-0.367422
0.73862,1.057312,1.055068,GALAXY,-0.011246
1.087606,0.797091,0.423446,GALAXY,0.022003
0.72999,0.673586,0.511057,GALAXY,-0.200892
-0.65438,-1.084784,-1.271567,GALAXY,-0.317539
0.934528,1.184207,1.251194,STAR,-0.368651
0.273407,1.512154,1.776232,QSO,4.636657
-2.348426,-2.761867,-2.781782,GALAXY,-0.288129
1.131785,1.337993,1.473654,STAR,-0.368218
-0.781445,-0.318565,-0.057086,STAR,-0.367149
-0.735723,-1.341902,-1.555116,GALAXY,-0.16964
0.432416,1.450434,1.610895,QSO,5.000648
-2.274485,-2.154015,-1.905101,STAR,-0.367877
-1.634495,-1.296889,-1.064877,STAR,-0.367547
0.64796,0.229947,0.026788,GALAXY,-0.231939
-1.180034,0.113436,0.41146,QSO,2.688131
-0.495576,-0.35703,-0.225417,STAR,-0.368262
0.075221,0.281676,0.314772,GALAXY,-0.141165
0.575923,-0.397834,-0.837445,GALAXY,-0.146737
-1.753677,-1.345303,-0.937702,STAR,-0.367125
1.076202,0.733309,0.715327,GALAXY,-0.266635
1.016847,0.290147,-0.024018,GALAXY,-0.170836
0.027619,0.054117,0.119032,GALAXY,-0.27758
0.521244,1.193943,1.098464,GALAXY,0.373496
0.961361,0.805796,0.60783,GALAXY,-0.167795
0.063046,-0.043762,-0.161447,GALAXY,-0.162254
-1.423315,-0.92308,-0.656573,STAR,-0.367522
0.010502,1.081003,0.651255,QSO,0.371996
1.147323,-0.152599,-0.474872,STAR,-0.367991
0.444579,1.341926,1.511891,GALAXY,-0.318834
0.387079,1.472871,1.725529,QSO,4.079375
-1.011997,-1.455957,-1.610301,GALAXY,-0.193335
1.109653,2.4354,2.967486,STAR,-0.368099
0.971052,1.011524,0.650332,GALAXY,-0.044303
0.423013,0.239449,-0.104512,GALAXY,0.029134
0.201382,0.258177,0.098996,GALAXY,-0.061345
0.350109,1.295032,1.478099,QSO,3.748666
-0.385858,-0.180032,0.009896,STAR,-0.368231
-0.104509,0.049101,0.103129,STAR,-0.366106
-1.08736,-0.42177,-0.474787,QSO,-0.143051
-2.820679,-2.325699,-1.88256,STAR,-0.368142
-0.515261,-0.550621,-0.665866,GALAXY,-0.172834
-2.126385,-1.762477,-1.153807,STAR,-0.368416
0.877896,1.852855,2.169811,QSO,1.572138
-1.287318,0.05856,0.490258,QSO,4.918787
0.440456,0.011688,-0.298877,GALAXY,-0.160421
1.148179,1.546315,1.717536,QSO,6.511944
-1.930634,-0.586673,-0.34425,QSO,0.010827
-1.399869,-1.174362,-0.914323,STAR,-0.367552
-0.160031,-0.967455,-1.074773,STAR,-0.367966
1.060532,0.337115,-0.023387,GALAXY,-0.181812
0.581335,0.727739,0.837249,STAR,-0.366258
0.733811,0.005364,-0.377468,GALAXY,-0.168268
-0.888391,-0.402893,-0.17301,STAR,-0.369598
1.096803,1.473158,1.378821,GALAXY,0.020365
-1.653806,-1.522461,-1.314596,STAR,-0.367837
0.124994,0.38132,0.56127,STAR,-0.368046
-0.121252,0.122513,0.21234,GALAXY,-0.26734
-1.393155,-1.346493,-1.231532,STAR,-0.367286
-0.282781,-0.044155,0.529643,GALAXY,-0.3035
0.576116,0.35342,0.281384,STAR,-0.368415
1.033181,0.911487,0.803654,STAR,-0.36846
0.592136,0.418414,0.316193,GALAXY,-0.223095
0.9799,0.365643,-0.064609,GALAXY,-0.233254
0.898099,1.074052,0.990157,STAR,-0.369743
-3.021228,-2.658089,-2.273559,STAR,-0.368356
-0.102122,-0.018604,-0.051766,GALAXY,-0.167393
0.308823,0.61279,0.708708,GALAXY,-0.205605
1.070911,0.287023,-0.105933,GALAXY,-0.149896
-0.925229,-0.750141,-0.652204,GALAXY,-0.252746
-0.610334,-0.189204,0.081134,STAR,-0.369225
0.914939,0.662426,0.465053,GALAXY,-0.14559
0.142027,-0.563651,-0.836268,GALAXY,-0.186447
-0.714073,-0.755371,-0.681543,STAR,-0.368216
-0.096903,0.773304,0.919098,GALAXY,0.011339
0.33175,0.430499,0.366529,GALAXY,-0.155739
-0.261939,-0.533732,-0.550074,STAR,-0.367977
0.699275,0.653626,0.453265,GALAXY,-0.08055
0.094557,0.154037,0.18512,GALAXY,-0.254827
-0.761001,-1.586063,-1.799082,GALAXY,-0.183949
0.357607,0.325211,0.117064,GALAXY,-0.066641
0.459779,1.618398,1.95025,QSO,4.310514
0.913252,0.962196,0.901774,STAR,-0.3685
0.300409,0.006427,-0.195042,GALAXY,-0.050932
0.204794,0.345799,0.471719,STAR,-0.367931
0.039456,-0.65527,-0.98428,GALAXY,-0.11482
-0.407857,-1.342125,-1.552094,STAR,-0.367735
0.204962,0.316443,0.385802,STAR,-0.367463
-0.914718,-1.167943,-1.097163,STAR,-0.368266
0.622091,0.562506,0.449866,GALAXY,-0.243933
0.162314,0.486862,0.626718,STAR,-0.368084
-2.461954,-1.841458,-1.394214,GALAXY,-0.348955
-0.292328,-1.023117,-1.154156,STAR,-0.368565
0.831017,1.034184,0.640163,GALAXY,0.162118
-0.455628,-0.459629,-0.320109,STAR,-0.368056
-1.016384,-0.499093,-0.239851,STAR,-0.366454
1.02819,1.09802,1.206828,STAR,-0.369615
0.935962,0.994741,0.968455,GALAXY,-0.212503
0.73187,1.926405,2.01066,QSO,2.700034
0.724203,0.473725,0.347048,STAR,-0.368697
-0.223184,-0.78766,-1.053117,GALAXY,-0.223278
0.951247,2.117572,2.184913,QSO,2.091285
1.092018,0.963047,0.622707,GALAXY,-0.057711
0.463191,0.818635,0.959792,STAR,-0.367461
-0.16284,-0.842983,-1.177902,GALAXY,-0.252998
-0.523084,-0.607664,-0.503674,STAR,-0.368425
0.542038,0.596199,0.384409,GALAXY,0.013081
0.839781,0.934838,0.801263,GALAXY,-0.111103
0.195741,0.190068,0.147222,GALAXY,-0.283102
-1.597561,-1.04278,-0.68417,STAR,-0.366897
-0.839053,-0.664538,-0.490097,GALAXY,-0.256377
0.637099,0.656336,0.212566,GALAXY,0.052339
-0.976521,-0.65679,-0.469929,STAR,-0.368073
-0.168578,0.810589,1.49145,STAR,-0.368276
0.723227,0.816658,0.721184,GALAXY,-0.137542
-0.387292,-1.188254,-1.450736,GALAXY,-0.256379
0.75992,0.921914,0.815123,STAR,-0.367524
-3.001217,-2.406307,-1.873446,STAR,-0.368248
0.897159,0.451607,0.090964,GALAXY,-0.127357
0.465734,0.606573,0.601107,STAR,-0.369749
0.478717,-0.410737,-0.767601,GALAXY,-0.19061
-0.456243,-1.169133,-1.34789,GALAXY,-0.230986
0.209037,-0.588225,-0.904823,GALAXY,-0.153994
0.153466,0.352006,0.36361,GALAXY,-0.069025
-1.333667,-1.126119,-1.034145,GALAXY,-0.185601
-1.204131,-0.803784,-0.512835,STAR,-0.367835
-1.381836,-1.210372,-1.085479,STAR,-0.366341
1.152627,0.78304,0.466654,GALAXY,-0.177046
-0.351515,-0.445556,-0.524492,GALAXY,-0.194758
-0.162249,-0.673488,-0.916291,GALAXY,-0.201323
-0.552919,-0.856927,-1.025784,GALAXY,-0.178801
1.064196,0.412919,-0.017663,GALAXY,-0.101021
-1.584771,-1.49116,-1.297215,STAR,-0.367979
0.383523,1.299507,1.499312,QSO,1.141884
0.932515,0.77256,0.690988,STAR,-0.367953
1.114041,-0.113624,-0.511253,STAR,-0.368213
-2.231668,-1.928294,-1.162018,STAR,-0.368158
-0.972121,-1.322589,-1.363105,GALAXY,-0.193078
0.628058,0.62343,0.479214,GALAXY,-0.054212
0.886973,1.114569,1.226478,STAR,-0.366905
0.126452,-0.456961,-0.769531,GALAXY,-0.116159
0.444241,0.433645,0.616963,STAR,-0.368094
0.463227,0.196392,0.070514,GALAXY,-0.265641
0.867457,-0.327015,-0.732424,STAR,-0.367886
0.957106,0.570786,0.187718,GALAXY,-0.056684
-0.16284,-0.61605,-0.687898,STAR,-0.368247
-0.406627,-0.839103,-0.874119,STAR,-0.368138
0.010586,-0.13469,-0.165741,GALAXY,-0.187256
0.595029,0.170894,-0.110632,GALAXY,-0.238131
1.042547,0.710404,0.630098,STAR,-0.367977
0.290223,0.280635,0.124832,GALAXY,-0.179461
0.967328,0.360785,-0.044723,GALAXY,-0.120699
-0.690001,-0.59626,-0.479881,STAR,-0.367557
0.650756,-0.232888,-0.542278,GALAXY,-0.189303
1.107568,0.859311,0.751426,STAR,-0.366966
-0.609743,-0.217381,0.06944,STAR,-0.367585
0.897955,0.531035,0.228742,GALAXY,-0.128552
0.717574,0.853125,0.879478,STAR,-0.368343
-0.017199,-0.70886,-1.004317,GALAXY,-0.181331
-1.28387,-1.229025,-1.101297,STAR,-0.367573
-2.431095,-2.504983,-2.189808,STAR,-0.368103
0.749698,0.369682,0.31947,STAR,-0.368177
0.059502,-0.706075,-0.95754,GALAXY,-0.21393
1.106628,1.204359,1.358342,STAR,-0.369204
1.070694,2.004834,2.154906,QSO,4.140398
-0.450626,-0.444738,-0.460635,GALAXY,-0.247766
1.059266,0.133364,-0.476642,GALAXY,0.003178
0.710269,0.717408,0.639071,STAR,-0.367412
-2.19172,-2.23645,-2.01289,STAR,-0.368365
-1.337283,-1.159185,-0.946873,STAR,-0.368063
0.563869,0.786346,0.725477,STAR,-0.366881
0.513385,0.218542,-0.122392,GALAXY,-0.043961
0.883357,0.704909,0.583886,GALAXY,-0.11253
-0.183381,-0.017977,0.352311,STAR,-0.367634
1.084363,0.908341,0.788693,STAR,-0.367117
